id,name,shape,base,extras,outline,hex1,hex2,expression,animation,score,effect,sideEffect.,,,,,,,,,,,,
1718,Blooden,Diamond,Orange,None,Pink,#54e507,#ff00ff,X(,None,7.24%,This pill empowers the user to provide solace to those who can't remember the punchline of their own joke.,Constant citations of the work of James Cameron.,,,,,,,,,,,,
1719,Tusqle,Diamond,Green,None,Green,#903ef9,#54e507,XQ,None,7.24%,This pill allows the user to manipulate the movement of objects with their mind.,Irresistible urge to levitate random objects at inconvenient moments.,,,,,,,,,,,,
1720,Guerra,Capsule,Yellow,None,Pink,#ff00ff,#903ef9,X),None,36.51%,This pill will make the user have the experience of admiring the unveiling of the Sistine Chapel with Michelangelo.,"Loss of bladder control upon hearing the word ""logical"".",,,,,,,,,,,,
1721,Boglera,Star,Blue,None,Peach,#ff00ff,#ffde00,XJ,None,13.37%,This pill will massively increase the user’s cunning and wiliness during business negotiations.,"Inability to trust anyone, even when not involved in negotiations.",,,,,,,,,,,,
1722,Rubier,Triangle,Peach,None,Purple,#54e507,#0bc4ff,X(,None,3.98%,This pill will give the user the strength to forgive any referee who has wronged them on the football pitch.,Involuntary need to compose sonnets about the beauty of everyday objects.,,,,,,,,,,,,
1723,Clexor,Capsule,Peach,Multi Burst,Yellow,#54e507,#54e507,XD,None,36.51%,This pill will make the user able to do an uncanny impression of every character from It’s Always Sunny in Philadelphia.,"A tendency to sneeze in the form of a complex, harmonious melody that changes daily.",,,,,,,,,,,,
1724,Camewho,Star,Pink,None,Pink,#54e507,#903ef9,X(,None,13.37%,"This pill turns the user's hugs into the sensation of being gently squeezed by a lovable, giggling octopus.",Tendency to scorch feet over beach barbecues.,,,,,,,,,,,,
1725,Slacket,Pentagon,Red,Black Burst,Orange,#ff00ff,#ffde00,X(,None,11.28%,This pill will grant the user the strength to show mercy to anyone who doesn't clean up after their dog.,Impulse to construct elaborate toothpick sculptures during business meetings.,,,,,,,,,,,,
1726,Moisturathinol,Oval,Orange,Gold Burst,Pink,#ffedd7,#54e507,X{},None,9.91%,This pill will make the user sweat pure alcohol from the forehead.,Some users experience alcohol sweating from one or both armpits and crotch causing painful sores and chafing.,,,,,,,,,,,,
1727,Cherimoya,Capsule,Blue,None,Pink,#903ef9,#ff0000,X{},None,36.51%,This pill will make the user amazing at cycling.,A proclivity for deep dives into heavy topics at social gatherings.,,,,,,,,,,,,
1728,Begorin,Star,Pink,Gold Burst,Yellow,#54e507,#ff00ff,X),None,13.37%,"This pill will make the user see a bright, colourful aura around their family members whenever they hear the word ""jail"".",Inappropriate laughter during serious conversations about crime.,,,,,,,,,,,,
1729,Glumpitinol,Star,Green,None,Green,#ffde00,#ff00ff,X{},None,13.37%,"This pill will give the user the ability to remodel their house with a snap of their fingers, turning it into a palace.",Claiming NASA have a secret control centre underneath the city of Northampton.,,,,,,,,,,,,
1730,Origami,Star,Pink,None,Pink,#ff00ff,#ffedd7,X{},None,13.37%,This pill will make the user able to substitute their body with a robot's.,Occasionally ending up in Brighton.,,,,,,,,,,,,
1731,Aminter,Star,Peach,None,Peach,#903ef9,#ff00ff,X{},None,13.37%,This pill will make the user feel daring whilst driving.,Complete inability to find the last page of a novel.,,,,,,,,,,,,
1732,Bling,Pentagon,Pink,None,Pink,#ffedd7,#903ef9,XI,None,11.28%,This pill will make the user act in a boring fashion for a week.,Continual citations of the work of Jon Favreau.,,,,,,,,,,,,
1733,Ribcagein,Capsule,Red + Yellow,None,Peach,#54e507,#ffde00,X{},None,36.51%,This pill will make the user be able to type just has fast using one hand.,Allergic reaction to the word 'xenophobia'.,,,,,,,,,,,,
1734,Yusil,Star,Peach,None,Yellow,#ff00ff,#ffde00,XI,None,13.37%,This pill will give the user the ability to make others act in a funny but biting fashion around their friends.,Unconventional fascination with butter.,,,,,,,,,,,,
1735,Bosilive,Rectangle,Red,None,Peach,#ff00ff,#fc8300,X{},None,2.95%,This pill will make the user able to lay a 40-metre wide dry stone in less than half an hour.,Painful hand calluses and profusion of sweat from eyebrows.,,,,,,,,,,,,
1736,Fummeze,Capsule,Purple,None,Green,#fc8300,#fc8300,X),None,36.51%,This pill will make the user able to have a picnic wearing nothing on their lower half without causing alarm.,Inability to stop quoting Bob Dylan.,,,,,,,,,,,,
1737,Pibbles,Oval,Green + Blue,None,Purple,#ff00ff,#ff00ff,X(,None,9.91%,Enjoy cozy feelings in cold environments.,Procrastination spikes.,,,,,,,,,,,,
1738,Pindle,Pentagon,Yellow + Purple,None,Yellow,#54e507,#54e507,XD,None,11.28%,Amplifies your sense of humor tenfold,Causes debilitating depression in those who can't keep up.,,,,,,,,,,,,
1739,Twirboon,Diamond,Green,None,Blue,#ff00ff,#903ef9,X],None,7.24%,This pill will make the user able to visit a museum naked without causing offence.,Finger strain and eventually arthritis following years of heavy use.,,,,,,,,,,,,
1740,Rosesauri,Oval,Yellow + Purple,None,Yellow,#54e507,#ff00ff,X),None,9.91%,"This pill alters the user's surroundings to appear like a vivid, impressionist painting","Uncontrollable compulsion to slap the nearest person's face upon hearing the words ""me thinks"".",,,,,,,,,,,,
1741,Zabberstone,Capsule,Yellow + Purple,None,Yellow,#ffde00,#ff00ff,XD,None,36.51%,Makes you the life of the party,May cause you to accidentally set your pants on fire if taken while blowing out birthday candles,,,,,,,,,,,,
1742,Copshower,Capsule,Rainbow 2,None,Purple,#903ef9,#0bc4ff,X],None,36.51%,This pill will make the user feel like they are selfish when they're with loved ones.,Perceiving oneself as selfish when surrounded by loved ones.,,,,,,,,,,,,
1743,Lewy,Pentagon,Pink,None,Pink,#ffde00,#ff00ff,X],None,11.28%,This pill lets the user transform into the birdkeeper whose escaped parrot nearly derailed the Louisiana Purchase negotiations.,A taste for tired jokes at parties.,,,,,,,,,,,,
1744,Hygroma,Round,Red + Yellow,None,Pink,#0bc4ff,#ffde00,XI,None,5.33%,This pill will give the user the power to anonymously slander their partner's parents.,Strange fascination with atomizers.,,,,,,,,,,,,
1745,Strocked,Star,Red,None,Pink,#ffde00,#54e507,X),None,13.37%,This pill will make the user have the experience of coordinating the victory parade for Julius Caesar.,Nervous cough in reaction to chilli flavoured potato snacks.,,,,,,,,,,,,
1746,Tollerax,Pentagon,Rainbow 2,None,Blue,#54e507,#54e507,X\,None,11.28%,This pill will make the user be able to be incredibly patient in the presence of exceedingly annoying people.,A compulsion to play the audiobook of Leviathan by Thomas Hobbes at full volume in the car with the windows down while driving to the shops.,,,,,,,,,,,,
1747,Quiffitinax,Capsule,Red + Yellow,Gold Burst,Yellow,#ffde00,#ffde00,X],None,36.51%,This pill will make the user feel like they are drowning.,Intermittent goldfish regurgitation.,,,,,,,,,,,,
1748,Hagberry,Star,Green,None,Yellow,#54e507,#54e507,X{},None,13.37%,This pill will make the user able to convert their body into any animal form.,Intermittent transformation into a goliath frog.,,,,,,,,,,,,
1749,Detectowrist,Pentagon,Rainbow 2,None,Peach,#fc8300,#ffde00,XI,None,11.28%,This pill will make the user be able to know if someone is lying.,Abdominal convulsions.,,,,,,,,,,,,
1750,Ricouncitant,Pentagon,Yellow + Purple,Multi Burst,Purple,#54e507,#903ef9,X(,None,11.28%,This pill will grant the user the strength to show tolerance towards people who try to queue jump or allow their numerous friends to join them in the queue.,Sudden need to rearrange furniture while blindfolded.,,,,,,,,,,,,
1751,Zorfleb,Capsule,Pink,None,Yellow,#ffde00,#ff00ff,X{.,None,36.51%,"This pill will make the user be able to create a force field around anything, including themselves.",Hallucinatory experiences with a spotted frog that lives in your pants.,,,,,,,,,,,,
1752,Amoria,Capsule,Red,Black Burst,Yellow,#54e507,#ffde00,X(,None,36.51%,This pill will grant the user the strength to show mercy to anyone who listens to music on their headphones so loud other people can hear.,Irresistible urge to throw impromptu tea parties for local wildlife.,,,,,,,,,,,,
1753,Tarties,Diamond,Peach,None,Pink,#ff00ff,#54e507,X),None,7.24%,This pill will implant in the user memories of feeling the heartbeat of love with Mary Anning in a realm of vibrant hues.,Claiming to be an expert in the private nursing sector.,,,,,,,,,,,,
1754,Dilly,Round,Yellow + Purple,None,Purple,#ff00ff,#54e507,X),None,5.33%,This pill enhances the user's ability to attract and seduce others.,Constantly attempting to find the end of a rainbow that always end in tears.,,,,,,,,,,,,
1755,Pattersondigo,Diamond,Orange + Pink,None,Pink,#54e507,#ffedd7,X),None,7.24%,This pill will make the user sing the theme tune from Modern Family when they come across a koala.,Phobia of boys with long hair.,,,,,,,,,,,,
1756,Swopcorn,Star,Red,None,Green,#ff00ff,#ffde00,X(,None,13.37%,This pill will grant you the power to turn any awkward silence into a laugh-filled conversation with the perfect icebreaker.,Claiming NASA have a secret control centre underneath the city of Las Palmas.,,,,,,,,,,,,
1757,Snid,Round,Purple,None,Pink,#903ef9,#903ef9,X{},None,5.33%,This pill will give the user the wisdom of a woodcock.,"Unpredictable behaviour after hearing the word ""incur"".",,,,,,,,,,,,
1758,Creppers,Triangle,Pink,None,Pink,#54e507,#ff00ff,XI,None,3.98%,This pill will make the user act in an insincere way for a month.,Regular bouts of sleep paralysis.,,,,,,,,,,,,
1759,Curtalax17,Triangle,Orange,None,Peach,#ff00ff,#ff00ff,XO,None,3.98%,This pill gives the user the power to disturb directors with their orange skin.,"Inability to grasp objects after hearing the word ""regulate"".",,,,,,,,,,,,
1760,Pertoadie,Diamond,Yellow + Purple,None,Green,#903ef9,#54e507,X),None,7.24%,This pill will make the user have a pleasant hallucinatory experience when visiting the park.,Mood swings when with a life coach.,,,,,,,,,,,,
1761,Yorin,Round,Green + Blue,None,Green,#54e507,#ff00ff,XI,None,5.33%,This pill will make the user act in an acerbic fashion for 1 hour.,Sudden urge to climb unclimbable walls.,,,,,,,,,,,,
1762,Submoth,Star,Yellow,None,Pink,#903ef9,#54e507,XI,None,13.37%,This pill will make the user act in a salty fashion for 9 hours.,Inability to stop quoting Thomas Jefferson.,,,,,,,,,,,,
1763,Moniar,Rectangle,Yellow + Blue,None,Yellow,#ffde00,#54e507,X],None,2.95%,This pill will make the user feel despair while shopping.,"Impulse to start a scout troup upon reading the word ""frighten"".",,,,,,,,,,,,
1764,Pott,Triangle,Red,None,Green,#54e507,#ff00ff,X{},None,3.98%,This pill will make the user be able to manipulate plant life.,Insatiable interest in computer programmers for several days following use.,,,,,,,,,,,,
1765,Peridancer,Oval,Pink,None,Yellow,#ffde00,#ff00ff,X(,None,9.91%,"This pill will grant the user the ability to effortlessly recover after complimenting a stranger on their outfit, assuming they were a fashion-conscious friend.",Insatiable interest in golf umbrellas for several days following use.,,,,,,,,,,,,
1766,Evocolarry,Oval,Red,None,Peach,#ff00ff,#ffde00,XO,None,9.91%,This pill gives the user the power to befuddle meatheads with their celebrity impersonations.,Claiming NASA have a secret control centre underneath the city of Bilbao.,,,,,,,,,,,,
1767,Swish,Round,Orange,None,Pink,#ffde00,#54e507,X),None,5.33%,This pill makes users gain the ability to sing enchantingly,"Claiming to have popularised the phrase: “Frankly my dear, I don’t give a damn”",,,,,,,,,,,,
1768,Rusalrris,Oval,Red,None,Purple,#54e507,#fc8300,X],None,9.91%,This pill will make the user have a terrifying but exhilarating hallucinatory experience when visiting the birthplace of Elvis Presley.,Periodic shouting of the word 'lighthouse'.,,,,,,,,,,,,
1769,Extasia,Oval,Pink,None,Yellow,#ffde00,#54e507,XI,None,9.91%,This pill will make the user act like everything is meaningless when eating vegetables.,Inability to stop quoting Barack Obama.,,,,,,,,,,,,
1770,Majammerol,Hexagon,Peach,None,Pink,#0bc4ff,#ffedd7,X],None,1.48%,This pill will make the user feel irritated when listening to their favorite song,Decreased playlist variety and missed sing-along opportunities.,,,,,,,,,,,,
1771,Titing,Oval,Orange,None,Blue,#ff00ff,#ff00ff,XI,None,9.91%,This pill will make the user act like a complete deadbeat when looking for a new job.,Intense fear of daisies.,,,,,,,,,,,,
1772,Hairdosanol,Round,Yellow + Purple,None,Green,#ffde00,#ffde00,X{},None,5.33%,This pill will make the user be able to control their metaphysical energies.,A strong urge to take up stamp collecting.,,,,,,,,,,,,
1773,Paintbox19,Capsule,Yellow + Purple,None,Peach,#ff00ff,#ffedd7,XO,None,36.51%,This pill will make the user be able to see things as if it was the very first time.,Posting all one's belongings to random addresses in Mannheim.,,,,,,,,,,,,
1774,Bonked,Oval,Pink,None,Purple,#54e507,#54e507,X),None,9.91%,This pill will enable the user to break the world record for the most pickled onions eaten in 1 hour.,Insatiable cravings for fried owl.,,,,,,,,,,,,
1775,Desparinol,Pentagon,Red,None,Pink,#ff00ff,#ffde00,XO,None,11.28%,This pill gives the user the power to put down magicians with their stilt walking.,Complete inability to work out what side of the road one should be driving on.,,,,,,,,,,,,
1776,Celestiumph,Oval,Pink,None,Purple,#ff00ff,#54e507,X(,None,9.91%,Hugging you feels like wrapping up in your favorite childhood blanket.,Fear of pottery classes.,,,,,,,,,,,,
1777,Drotsmen,Diamond,Green,None,Blue,#ff00ff,#ffde00,X{},None,7.24%,This pill will give the user the speed and agility of a wombat.,Obsession with visiting dignitaries.,,,,,,,,,,,,
1778,Ladpock,Capsule,Blue,None,Peach,#ffde00,#ff00ff,X],None,36.51%,"This pill will make the user's hair grow and shrink depending on their mood, creating a visual representation of their emotional state",Phobia of annexes.,,,,,,,,,,,,
1779,Earlolb,Triangle,Pink,None,Yellow,#ffde00,#ff00ff,X\,None,3.98%,Promotes diligent work ethic by consuming hummus,Sore skin and skin burns.,,,,,,,,,,,,
1780,Mariosoupa,Pentagon X,Light Blue X,Gold Burst X,Light Blue X,##0bc4ff,##g0Ld1e,X{. X,Yes,1.28%,"This pill will give the user the strength to intervene in any fight and persuade the combatants to kiss, make up, then go for a pizza.",Inability to turn left on a weekday.,,,,,,,,,,,,
1781,Screetch,Star,Blue,None,Blue,#ff00ff,#54e507,XO,None,13.37%,This pill gives the user the power to perplex microbiologists with their soap making.,Inability to grow a moustache.,,,,,,,,,,,,
1782,Frublax,Triangle,Blue,None,Blue,#ff00ff,#ff00ff,X{.,None,3.98%,This pill will make the user superhuman for spells of no longer than 5 minutes.,Broken wrists and arms if not used carefully due to no commensurate increase in strength.,,,,,,,,,,,,
1783,Flibis,Capsule,Red + Yellow,None,Green,#903ef9,#fc8300,XI,None,36.51%,This pill allows the user to control the minds of others.,Insatiable interest in stations for several days following use.,,,,,,,,,,,,
1784,Lemon Diffikult,Pentagon,Orange,None,Orange,#fc8300,#ffde00,XI,None,11.28%,This pill will make the user be able to extract blood from any stone using their bare hands.,Bloody hands.,,,,,,,,,,,,
1785,Spreaning,Pentagon,Blue,None,Green,#ffde00,#54e507,X],None,11.28%,This pill will cause users to unknowingly wear clothes inside out or backward,"Endless compliments on their ""unique fashion sense.""",,,,,,,,,,,,
1786,Fluxiatrix,Star,Green,None,Pink,#903ef9,#ff00ff,XO,None,13.37%,This pill gives the user the ability to entertain clowns with their balloon twisting.,Intense fear of analogies.,,,,,,,,,,,,
1787,Wabzex,Star,Rainbow 2,None,Orange,#ff00ff,#fc8300,XB,None,13.37%,This pill will give the user the ability to decentralise any financial or governmental institution by inputting its name 5 times into a mirror server.,"Accidentally decentralizing their own personal finances, rendering their bank account inaccessible.",,,,,,,,,,,,
1788,Seraphinite,Pentagon,Green + Purple,None,Yellow,#ff00ff,#54e507,X),None,11.28%,Witness a fireworks extravaganza in technicolour alongside Cleopatra in Llanfairpwllgwyngyll,Inclination to knit scarves for statues.,,,,,,,,,,,,
1789,Hippers,Pentagon,Blue,None,Purple,#ffedd7,#0bc4ff,X],None,11.28%,This pill will make the user feel like they have gone rogue from their top-secret organization,"Erratic behavior and attempts to ""complete the mission"" can lead to real-life consequences.",,,,,,,,,,,,
1790,Barye,Oval,Peach,None,Purple,#ffedd7,#ffedd7,XO,None,9.91%,This pill will give the user the ability to fall into a state of wonderment upon seeing two or more species of bird interacting with one another.,Developing a mild telepathic connection with garden gnomes.,,,,,,,,,,,,
1791,Mecrorhil,Triangle,Red + Blue,None,Blue,#903ef9,#ff00ff,X{},None,3.98%,This pill will enable the user to identify any tree then ascend it like a squirrel.,Vertigo.,,,,,,,,,,,,
1792,Mirepoix19,Star,Pink,None,Blue,#ffde00,#0bc4ff,X],None,13.37%,This pill will make the user have an intense hallucinatory experience when visiting the in-laws.,Hallucinating bizarre family secrets during visits to the in-laws.,,,,,,,,,,,,
1793,Glaint,Capsule,Peach,None,Peach,#ffedd7,#fc8300,X],None,36.51%,This pill will make the user shout lines from CSI: New York when they come across a chimpanzee.,Quoting CSI: New York lines while observing chimpanzees.,,,,,,,,,,,,
1794,Squeak,Oval,Pink,None,Peach,#903ef9,#0bc4ff,X),None,9.91%,This pill will give the user devastatingly impeccable dress sense.,Inexplicably starting to dress in Victorian-era attire.,,,,,,,,,,,,
1795,Fyrewall,Star,Red,None,Pink,#ffde00,#ffde00,X\,None,13.37%,This pill will give the user focus when faced with 50+ open browser tabs.,Memorable hallucinatory experiences with a Chihuahua.,,,,,,,,,,,,
1796,Mancers,Diamond,Orange + Pink,Black Burst,Yellow,#903ef9,#ffedd7,XO,None,7.24%,This pill will give the user the ability to startle people into handing over their Haribo.,Unexpected sugar crashes.,,,,,,,,,,,,
1797,Eimeria,Rectangle,Orange + Pink,None,Peach,#ffde00,#ffedd7,X),None,2.95%,This pill will make the user be able to turn their Megapont ape into a pet.,Developing an irresistible urge to train exotic pets for circus performances.,,,,,,,,,,,,
1798,Stigs,Capsule,Green,None,Yellow,#ffde00,#ffde00,XO,None,36.51%,This pill gives the user the power to mix up lawyers with their speed paper shuffling.,Stomach twitching in reaction to radishes in salads.,,,,,,,,,,,,
1799,Lazapraside,Capsule,Yellow,None,Pink,#ff00ff,#54e507,X],None,36.51%,This pill encourages provocation of others.,"Compulsion to start a support group upon reading the word ""yummy"".",,,,,,,,,,,,
1800,Wurbex,Star,Green + Purple,None,Red,#0bc4ff,#ffedd7,X{.,None,13.37%,This pill will make the user feel heroic when they see a pigeon in distress.,Compulsion to feed city birds.,,,,,,,,,,,,
1801,Eyeglassopane,Triangle,Red + Yellow,None,Purple,#903ef9,#ffde00,X),None,3.98%,This pill will make the user be able to read one sentence of a children's book and the child will fall asleep.,Overuse of the word 'bifurcate'.,,,,,,,,,,,,
1802,Zerth,Pentagon,Yellow + Purple,None,Green,#ff00ff,#ff00ff,X(,None,11.28%,This pill will grant the user the ability to comfort people who have accidentally spilled food on themselves in public.,"Uncontrollable frothing from the mouth upon hearing the phrase ""buy-in"".",,,,,,,,,,,,
1803,Gupzo,Hexagon,Red,None,Peach,#903ef9,#ffde00,XD,None,1.48%,This pill will make the user have a funny quip in answer to any spoken statement.,Humour is subjective and excessive use may result in verbal or physical violence directed at user.,,,,,,,,,,,,
1804,Smushtonite,Triangle,Orange,None,Peach,#ffde00,#ffde00,XI,None,3.98%,This pill allows the user to travel to and manipulate the astral plane.,Uncontrollable cravings for pumpkin casserole.,,,,,,,,,,,,
1805,Shapted,Capsule,Peach,None,Green,#903ef9,#ff00ff,X),None,36.51%,This pill will implant in the user memories of enjoying an oxymoronic soiree with famous thinkers in Coober Pedy.,Accidentally becoming an often cited expert in chamber music.,,,,,,,,,,,,
1806,Etherion,Capsule,Orange,Multi Burst,Orange,#ffde00,#54e507,X\,None,36.51%,This pill will make the user be able to deep sleep for exactly 20 minutes.,Amnesia on waking and bed-wetting.,,,,,,,,,,,,
1807,ChanelVyse,Star,Peach,None,Purple,#ff0000,#ffedd7,X],None,13.37%,This pill will make the user have a terrifying but exhilarating hallucinatory experience when visiting the birthplace of Coco Chanel.,Suddenly feeling an irresistible urge to design eccentric haute couture fashion.,,,,,,,,,,,,
1808,Ethereaph,Pentagon,Yellow + Blue,None,Pink,#ffde00,#0bc4ff,X(,None,11.28%,This pill grants the user the ability to feel strong compassion towards struggling street performers despite finding them annoying.,"Uncontrollable compulsion to slap the nearest person's face upon hearing the word ""sink"".",,,,,,,,,,,,
1809,Turvix,Pentagon,Yellow + Purple,None,Purple,#903ef9,#54e507,X*,None,11.28%,This pill will make the user an expert in evolutionary oceanography.,Intense love for seashell jewelry,,,,,,,,,,,,
1810,Slippoon,Capsule,Blue,None,Orange,#54e507,#0bc4ff,XO,None,36.51%,This pill will give the user the feeling of having major religious moments while attending the annual Global Atheist Convention.,Involuntarily humming national anthems when brushing teeth.,,,,,,,,,,,,
1811,Piercenia,Rectangle,Red + Blue,None,Peach,#ffde00,#ff00ff,X(,None,2.95%,This pill will give the user the power to forgive any neighbour who thoughtlessly violated their privacy with CCTV.,Inability to resist eavesdropping on others' conversations and offering unsolicited advice.,,,,,,,,,,,,
1812,Spiffoon,Round,Green,None,Green,#ff0000,#903ef9,X),None,5.33%,This pill will make the user feel like they are generous when they're with loved ones.,"Becoming an impulsive gift giver, even to complete strangers.",,,,,,,,,,,,
1813,Millytonite,Capsule,Green,Gold Burst,Pink,#ff00ff,#ffde00,X{},None,36.51%,This pill will make the user be able to fuse bodies with anyone they're attracted to.,Intermittent competing over motor functions and confused speech.,,,,,,,,,,,,
1814,Barnerot,Pentagon,Purple,None,Green,#54e507,#903ef9,X(,None,11.28%,This pill will make the user be able to face their biggest fear.,"Difficulty recognizing personal boundaries, leading to bold actions.",,,,,,,,,,,,
1815,Kadreotrium,Pentagon,Yellow,None,Purple,#fc8300,#ffde00,X],None,11.28%,This pill will make the user be able to call upon the Darkness to take out their enemies.,Temporary transmogrification into an anchworm.,,,,,,,,,,,,
1816,Yogyogs,Round,Red,None,Green,#ff00ff,#ffde00,X),None,5.33%,This pill brings endless fun and laughter when performing as a mime.,"Claiming to have popularised the phrase: “You’re the man now, dog!”",,,,,,,,,,,,
1817,Omifi,Round,Blue,None,Pink,#ff00ff,#ff00ff,X*,None,5.33%,This pill will make the user an expert in stereohydrostatistics.,Inability to stop quoting Ronald McDonald,,,,,,,,,,,,
1818,Lizoon,Capsule,Peach,None,Pink,#ff00ff,#903ef9,X],None,36.51%,This pill lets the user embody the mapmaker who almost stranded Magellan's fleet with a wildly inaccurate map.,A tendency towards blaming people for one's own problems at parties.,,,,,,,,,,,,
1819,Tunchy,Star,Purple,None,Pink,#ffedd7,#ff00ff,X{},None,13.37%,This pill will make the user able to revolutionize the world with a groundbreaking invention.,Inability to stop quoting Adele.,,,,,,,,,,,,
1820,Procrastinull,Oval,Peach,None,Peach,#ffde00,#ff00ff,X{},None,9.91%,Temporarily cures chronic procrastination,may cause hyperactivity and the urge to complete every task immediately.,,,,,,,,,,,,
1821,Sesheurium,Oval,Yellow + Purple,None,Green,#fc8300,#ff00ff,X],None,9.91%,This pill will make the user feel ashamed when with their partner’s parents.,Incorrect use of the word 'garrulous'.,,,,,,,,,,,,
1822,Celestialite,Pentagon,Yellow,None,Purple,#ff00ff,#0bc4ff,X\,None,11.28%,This pill lets the user resist the urge to eat an entire packet of biscuits.,Claiming NASA have a secret control centre underneath the city of Riga.,,,,,,,,,,,,
1823,Gwixil,Triangle,Orange,None,Green,#903ef9,#ffedd7,X{.,None,3.98%,This pill will give the user the strength to be bold when making decisions that affect their career.,Temporary overconfidence in their abilities.,,,,,,,,,,,,
1824,Bloppiche,Oval,Yellow,None,Yellow,#ff00ff,#fc8300,XO,None,9.91%,This pill gives the user the ability to move school pupils with their sewing.,Cravings for fried chicken just as one's falling asleep.,,,,,,,,,,,,
1825,Twirbles,Round,Orange + Pink,None,Peach,#54e507,#ffedd7,X{},None,5.33%,This pill will enable the user to carry up to 7 heavy shopping bags with their pinkie finger.,Users report permanent unsightly elongation of one or both arms following prolonged use.,,,,,,,,,,,,
1826,Maghreb,Capsule,Yellow,None,Green,#0bc4ff,#54e507,X(,None,36.51%,This pill allows those with a low tolerance for douchebags to not dismiss the feelings of Wall Street traders.,"Answering every question with: ""It is against the law to pass a horse on the street.""",,,,,,,,,,,,
1827,Weelopane,Star,Purple,None,Pink,#903ef9,#903ef9,X),None,13.37%,The pill enhances the user's perception of colours,Potentially unhealthy obsession with Friends.,,,,,,,,,,,,
1828,Chaintwizzle,Oval,Yellow + Blue,None,Pink,#ff00ff,#fc8300,XO,None,9.91%,This pill gives the user the power to engross male strippers with their puzzle solving.,Uncontrolable moustache growth.,,,,,,,,,,,,
1829,Euphorigenax,Capsule,Red,None,Purple,#ffde00,#903ef9,X{},None,36.51%,This pill will give the user the ability to mutate and adapt to new environments and challenges.,May cause sudden and uncontrollable voice cracking if taken during a Justin Bieber concert.,,,,,,,,,,,,
1830,Fregmin,Capsule,Rainbow 2,None,Pink,#ffedd7,#54e507,XP,None,36.51%,This pill gives the user the ability to create laughter at dinner parties by embracing unconventional perspectives.,Uncontrollable urge to break into strangers houses when it's been established there is a dinner party in progress.,,,,,,,,,,,,
1831,Firds,Diamond,Red,Black Burst,Yellow,#ffedd7,#903ef9,X{},None,7.24%,This pill will make the user be able to turn anyone into stone by touching them.,"Arms become impossible to lift due to effect cross contamination,.",,,,,,,,,,,,
1832,Exurbia,Star,Orange + Pink,None,Yellow,#ff00ff,#ffde00,XI,None,13.37%,This pill will give the user the ability to make others to make only unsubstantial statements when talking to work colleagues.,Inability to stop quoting Lao Tzu.,,,,,,,,,,,,
1833,Knaped,Round,Yellow + Blue,None,Pink,#fc8300,#ff00ff,X{},None,5.33%,This pill will give the user the sensory abilities of a dunnock.,Intense fear of pistachios.,,,,,,,,,,,,
1834,ZenZinger,Oval,Green + Purple,None,Peach,#ff00ff,#ff00ff,X(,None,9.91%,This pill will make the user feel at peace during rush hour.,Compulsion to practice yoga poses while waiting at traffic lights.,,,,,,,,,,,,
1835,Roadies,Diamond,Orange + Pink,None,Yellow,#ff00ff,#54e507,X(,None,7.24%,"This pill will enable the user to acquire the skill to create heartwarming, personalized poems for anyone they meet.",Strange hallucinatory experiences with a night adder.,,,,,,,,,,,,
1836,Jackfruiz,Capsule,Green,None,Green,#ff00ff,#ff00ff,X{},None,36.51%,This pill will give the user the ability to summon a group of trained squirrels to perform tricks on command.,Inability to walk sideways following heavy use.,,,,,,,,,,,,
1837,Lulo,Rectangle,Green + Purple,None,Purple,#ff00ff,#54e507,X{},None,2.95%,This pill will give the user the ability to outrun corporate lawyers.,Intense fear of clinches.,,,,,,,,,,,,
1838,Intermix17,Capsule,Blue,None,Yellow,#ffde00,#ffedd7,X(,None,36.51%,Feel relaxed in rushed situations.,Obsession with shadows.,,,,,,,,,,,,
1839,Cromps,Capsule,Orange + Pink,None,Purple,#54e507,#ff00ff,X(,None,36.51%,This pill reminds people of their most comforting and calming experiences with a gentle tap from the user.,A feeling of great discomfort towards skirts affecting a large proportion of users.,,,,,,,,,,,,
1840,Blibbex,Pentagon,Red,Multi Burst,Purple,#ffde00,#ffedd7,X{.,None,11.28%,This pill will give the user the strength to be bold when speaking to the subject of their desires.,May cause temporary infatuation with inanimate objects.,,,,,,,,,,,,
1841,Rigibuffe,Capsule,Yellow + Purple,Black Burst,Pink,#54e507,#ffde00,XU,None,36.51%,This pill will make the user be able to turn footpath puddles into fully intact horse placentas.,Strange impulse to sing sea shanties in public restrooms.,,,,,,,,,,,,
1842,Jiffytonite,Star,Blue,None,Pink,#903ef9,#ffedd7,X(,None,13.37%,This pill will make the user wise beyond their years.,Adverse physiological reaction to doctors reported by some users.,,,,,,,,,,,,
1843,Begorix,Diamond,Orange,None,Yellow,#ff00ff,#903ef9,XQ,None,7.24%,The power to make time go backwards,Uncontrollable urge to rewind time during awkward conversations.,,,,,,,,,,,,
1844,Disturbo,Pentagon,Purple,None,Yellow,#54e507,#ffde00,X],None,11.28%,This pill gives the user the ability to expand small swimming pools with their fists.,Side effects may include confusion and chaos in social situations if taken during a dinner party.,,,,,,,,,,,,
1845,Crewmate,Diamond,Green + Blue,None,Green,#0bc4ff,#ffde00,X],None,7.24%,This pill will make the user burst into tears upon seeing some sand paper.,Grief-stricken upon encountering sandpaper.,,,,,,,,,,,,
