,id,name,hex1,hex2,effect,sideEffect.
,1637,Smifser,#903ef9,#ffedd7,This pill will give the user the power to always win arm wrestles against unemployment fraud investigators.,Strange attraction to anyone falling down an escalator.
,1638,Sassyfraz,#903ef9,#ff00ff,"This pill will give the user the ability to gracefully recover from hugging a stranger, thinking they were a long-lost friend.",A proclivity for petulant behavior at family friendly festivals.
,1639,Peachflam,#54e507,#ffde00,This pill will make the user feel anguish in the workplace.,Disgusted body language.
,1640,Anthelix18,#fc8300,#0bc4ff,This pill will prevent the user from being afraid of anything.,"Engaging in reckless activities, often without proper safety gear."
,1641,Aurorium,#54e507,#ffde00,"Causes the user to perceive time at half-speed, making everything seem slower and less stressful, but also causing them to talk extremely slowly",Invading Burnley.
,1642,Klispin,#ff00ff,#ffedd7,This pill will give the user the strength of a cow.,Gradual morphing into a milkfish.
,1643,Zinglade,#ffde00,#ffedd7,This pill wll make the user able to take even the most savage sarcasm directed at them and fire it right back with interest.,Spontaneous bursts of interpretive dance inspired by the life cycle of a mayfly.
,1644,Urightiam,#fc8300,#903ef9,This pill will make the user feel unbridled happiness whilst being told their failings.,A newfound love for three sided football.
,1645,Megaplex20,#ffde00,#903ef9,"This pill will make the user's sneezes unleash a powerful gust of wind, knocking over everything in their path","Dead flowers shooting from the mouth upon hearing the phrase ""learnings""."
,1646,Psyche,#ffde00,#54e507,This pill sends users on a mysterious quest through the sky to find a cloud in the shape of a man's appendage.,Regularly mistaking one's romantic partner for a pigeon.
,1647,Spibs,#ffde00,#54e507,This pill will give the user the ability to make others act in a frustratingly indecisive fashion when shopping for underwear.,"Inability to pronounce the word ""pickle""."
,1648,Eugarie,#903ef9,#54e507,This pill fills users with happiness when learning new languages.,Claiming to have coined the phrase: “I drink your milkshake!”
,1649,Psychotriamol,#903ef9,#ff00ff,This pill will make the user feel like they are ambitious even when they're not.,Feeling incredibly cold directly after use.
,1650,Numinousex,#54e507,#54e507,This pill gives the user the ability to split skateboards with their index finger.,Can cause the user to prefer all straight lines to be wonky
,1651,Directilive,#903ef9,#ffde00,This pill will give the user the ability to transmute elements into different forms for scientific purposes.,"If used while holding a banana, the user may turn into a banana instead"
,1652,Vikmorales,#ff00ff,#54e507,"This pill will make the user see a bright, colourful aura around their grandparents whenever they hear the word ""organisation"".","Inability to resist organizing family events, even when not necessary."
,1653,Stimengineine,#54e507,#0bc4ff,This pill will give the user the strength to forgive any neighbour who has wronged them.,Reciting Shakespearean soliloquies while brushing teeth.
,1654,Zlartifonk,#ff00ff,#ff00ff,This pill will give the user the ability to make others devoid of personality for 30 minutes by saying the word:  “Cheers!”,Fear of back doors.
,1655,Griblit,#ff00ff,#ff00ff,This pill strengthens resolve to learn and adapt to new technologies.,"Tears of malt vinegar upon hearing the phrase ""epic""."
,1656,Biyear,#54e507,#0bc4ff,This pill will make the user be able to pass one law in their country.,Cravings for turkey flavoured gelato.
,1657,Biohermin,#ffde00,#ffedd7,This pill will give the user the ability to always win thumb wars against crime scene investigators.,Hair loss on one side.
,1658,Slinktonite,#ffde00,#903ef9,This pill will make the user feel ticklish whenever they're wearing a hat.,Compulsion to own a collection of over 100 novelty headwear items.
,1659,Camaieux19,#903ef9,#903ef9,This pill will give the user the power to disorient anyone who is annoying them at a pub or bar.,Cravings for salmon en croute en route to a flute lesson.
,1660,Farerstx,#ff00ff,#ff00ff,This pill will make the user glad they got in on the ground floor with STX.,Uncontrollable urge to shout: “Eyebrows!” at anyone who has eyebrows.
,1661,Whirlitinax,#903ef9,#ffde00,This pill will make the user feel bitter at children’s parties.,"Spitting on the ground upon hearing the phrase ""incentivise""."
,1662,Picken,#ff00ff,#54e507,This pill will make the user feel radiant on their partner’s birthday.,"Lightning bolts shooting from the eyes upon hearing the phrase ""ideation""."
,1663,Iberia,#ff00ff,#ff00ff,This pill will give the user the ability to understand the emotional struggles of their toaster.,Intermittent morphing into a cassowary.
,1664,Antilane,#ff00ff,#ff00ff,This pill lets the user step into the shoes of the tree surgeon who almost sparked the Boston Massacre by dropping a branch.,Skin becomes covered in tiny tattoos of fruit flies.
,1665,Howdydo,#ff00ff,#0bc4ff,This pill will make the user feel confused when concentrating.,Uncontrollable grimacing when being spoken to.
,1666,Parriotease,#ffedd7,#54e507,This pill gives the user the ability to understand what any Stacks Parrot is saying or thinking.,"They can only say or think: ""Build and they will come"""
,1667,Mokstal,#ffde00,#ffde00,This pill gives the user the ability to fearlessly challenge academic institutions.,Ferociously bad breath after eating cucumber.
,1668,Aestonails,#fc8300,#ff00ff,This pill will grant the user the strength to show mercy to anyone who always tells the same tired old stories over and over again embellishing them each time but without making them more interesting.,The inexplicable need to create an elaborate Rube Goldberg machine to accomplish mundane tasks.
,1669,Gregarpor,#ffedd7,#ff00ff,This pill will give the user the feeling of a gentle massage.,"Telling anyone that make eye contact with you: ""Coins are not allowed to be placed in one's ears."""
,1670,Barge,#903ef9,#ffedd7,This pill will make the user be able to tell everyone their dog is a dragon and they will believe them.,Inability to talk quietly.
,1671,Suvoz,#fc8300,#ffedd7,This pill will make the user an expert in polyclimatoontology.,Craving for weather-themed snacks
,1672,Roothlix,#ffedd7,#fc8300,This pill will give the user the ability to ignore their natural empathy to get ahead in society.,"Becoming emotionally detached, leading to difficulty forming genuine connections."
,1673,Ohwer,#ff00ff,#ff00ff,This pill will implant in the user memories of celebrating Lewis and Clark's triumphant return with Sacagawea in a riot of colours.,Claiming to be an expert in urban planning.
,1674,Vitaemephine,#ff00ff,#ffde00,The power to transform into any animal,Painful contraction and expansion of the mouth.
,1675,Curatrix17,#ffde00,#ffedd7,This pill gives the user the power to unbalance sailors with their sweet making.,Hearing voices coming from a sausage.
,1676,Snazzik,#ff00ff,#ff00ff,Transport to other dimensions by consuming turnips,Sudden affinity for farming and agricultural discussions.
,1677,Ceans,#ffde00,#ffde00,This pill enables the user to summon auroras on demand,"Uncontrollable compulsion to slap the nearest person's face upon hearing the word ""sink""."
,1678,Orexia,#ffde00,#54e507,This pill gives the user the ability to baffle gamblers with their board gaming prowess.,Tendency to reply to questions not directed at them.
,1679,Meditrique,#fc8300,#54e507,This pill will make the user be able to go to bed at a sensible time without procrastinating.,Intense fear of the dark experienced by around 30% of users.
,1680,Contle,#54e507,#ffde00,This pill will make the user sing the theme tune from Lost when they come across a parrot.,Posting all one's belongings to random addresses in Newcastle.
,1681,Locki,#ffedd7,#ffde00,This pill enables you to set strict screen time limits for yourself and stick to them.,Endless citations of the work of Mark Zuckerberg.
,1682,Caninamerin,#ff00ff,#ff00ff,This pill increases inclination to cause mischief.,Incorrect use of the word 'capricious'.
,1683,Exurbish,#ffde00,#ffde00,The pill blesses the user with an irresistible smile,Claiming to have coined the phrase: “You can’t handle the truth!”
,1684,Klipzone18,#ff00ff,#54e507,Induces uncontrollable laughter and a craving for berry-flavored snacks,occasionally causes the patient to turn bright purple for several hours
,1685,Bloncrete,#54e507,#54e507,This pill will give the user the power to make spontaneous decisions when deciding what items of clothing to take on holiday.,Frequent attempts to use banana peels as bookmarks.
,1686,Flair,#54e507,#fc8300,This pill will make the user's chest prickle upon seeing happy dogs.,Tendency to favour wasps over children.
,1687,Cooperolas,#ffedd7,#ffde00,This pill will give the user the wisdom of a gazelle.,Complete inability to find things you've just put down.
,1688,Marley,#903ef9,#903ef9,This pill will enable the user to break the world record for the longest time spent in a bath of syrup.,"Fireworks shooting from the ears upon hearing the phrase ""explosive growth""."
,1689,Cintella,#903ef9,#ff00ff,This pill will make the user be able to turn water into milk.,Sore skin and redness around the nipples.
,1690,Coddle,#0bc4ff,#54e507,This pill gives the user the power to addle barbers with their shoes.,Sudden fluency in a foreign language that nobody has ever heard.
,1691,Affrierson,#ffde00,#ff00ff,This pill will give the user the ability to make others act like an orangutan in Italian restaurants.,Insatiable interest in engagement rings for several days following use.
,1692,Uxorem,#ff00ff,#ffedd7,This pill will make the user feel aroused every time they smell cheap air freshener.,A newfound love for worm charming.
,1693,Ohsodi,#ff00ff,#ffedd7,This pill will make the user an expert in computational agroinformatics.,Intense craving for vegetable-shaped erasers
,1694,Trixiglare,#903ef9,#903ef9,This pill allows the user to telepathically communicate with others over long distances.,Constantly surrounded by a gentle breeze.
,1695,Jegs,#ff00ff,#ff00ff,This pill lets the user experience the embarrassment of the scientist who accidentally discovered a new species of bacteria while trying to clean their dirty microscope lens.,Giving off a faint odour of wombat.
,1696,Aetherius,#ff00ff,#ff00ff,This pill gives the user the power to amuse majors with their falconry skills.,"Unpredictable behaviour after hearing the word ""fork""."
,1697,Barmegines,#903ef9,#fc8300,This pill will make the user sing the theme tune from The Simpsons when they come across a turtle.,Constantly trying to convice people to take part in sack races.
,1698,Calmilious,#54e507,#54e507,This pill will make the user be able to shake hands through their computer screen.,Quickly morphing into a gazelle.
,1699,Carnifex20,#ffde00,#ff00ff,Party with historical figures in the colourful streets of Timbuktu,Irresistible urge to serenade local wildlife.
,1700,Fereburries,#54e507,#54e507,This pill will implant in the user memories of feeling a deep connection with Sacagawea as colours harmonize around them.,Claiming to be an expert in aeronautics and aviation science.
,1701,Zumbalor,#ffedd7,#54e507,This pill will make the user courageous when visiting a partner's parents for the first time (on their territory).,Possible loss of filter while conversing.
,1702,Moflium,#54e507,#903ef9,This pill calms the mind and promotes lucid dreaming.,Dreams filled with soothing elevator music.
,1703,Pneumia,#ff00ff,#ff00ff,This pill gives the user the power to discompose kings with their taxidermy.,Inability to stop quoting Boris Johnson.
,1704,Sleiched,#54e507,#ffde00,This pill enhances the user's ability to breathe and move underwater.,Inability to resist the urge to swim with pool noodles.
,1705,Squair,#ffde00,#ff00ff,"This pill will enable users to create an aura of kindness and warmth, making everyone around them feel loved and appreciated.",Intense fear of gardening gloves.
,1706,Straline,#903ef9,#ff00ff,This pill will make the user feel despair when concentrating.,Incorrect use of the word 'venerable'.
,1707,Chazard,#ffde00,#903ef9,This pill will make the user lose their mind whenever they encounter egos.,Esoteric fascination with IOTA
,1708,Curidges,#ffedd7,#ffde00,This pill will make the user feel happy when with their partner’s parents.,Constant need to throw things following habitual use.
,1709,Guavax,#ffde00,#ffedd7,Bolsters hard work by eating dumplings,Negative feelings towards Hollywood dentists reported by some users.
,1710,Lartoon,#54e507,#ffde00,This pill will make the user able to modulate their voice to mimic any celebrity.,Embarrassing skin rash in reaction to military unifirms.
,1711,Glintles,#ff00ff,#ffde00,This pill will make the user feel like they used to be in an all alpha male boyband in the 90s.,Lamenting of lost youth and unfulfilled potential.
,1712,Aftergurn,#ffde00,#54e507,"This pill will allow digital beings to experience the feeling of laughter when they encounter a particularly amusing piece of digital content, connecting them with the joy of human humor.",Hearing voices coming from an egg and cress sandwich.
,1713,Gloguld,#ff00ff,#54e507,This pill will make the user feel loving when with their partner’s parents.,Due to the fact it won't actually be fresh this pill can be detrimental to the user’s romantic relationships.
,1714,Chink,#ffde00,#ff00ff,This pill will give the user the ability to empathize with individuals who have accidentally walked into the wrong restroom.,Intense fear of support groups.
,1715,Astragenax,#54e507,#fc8300,This pill will make the user be able to grow the biggest cucumbers.,Intermittent morphing into a beluga sturgeon.
,1716,Rosebuddie,#54e507,#903ef9,This pill eases the sadness felt when a favourite TV series ends.,"Can make sub-par TV programs seem far better than they are, leading to embarassing social interactions."
,1717,Numinator,#903ef9,#ffde00,This pill allows those with a low tolerance for douchebags to not dismiss the feelings of EDM DJs.,Astonished body language.
,1718,Blooden,#54e507,#ff00ff,This pill empowers the user to provide solace to those who can't remember the punchline of their own joke.,Constant citations of the work of James Cameron.
,1719,Tusqle,#903ef9,#54e507,This pill allows the user to manipulate the movement of objects with their mind.,Irresistible urge to levitate random objects at inconvenient moments.
,1720,Guerra,#ff00ff,#903ef9,This pill will make the user have the experience of admiring the unveiling of the Sistine Chapel with Michelangelo.,"Loss of bladder control upon hearing the word ""logical""."
,1721,Boglera,#ff00ff,#ffde00,This pill will massively increase the user’s cunning and wiliness during business negotiations.,"Inability to trust anyone, even when not involved in negotiations."
,1722,Rubier,#54e507,#0bc4ff,This pill will give the user the strength to forgive any referee who has wronged them on the football pitch.,Involuntary need to compose sonnets about the beauty of everyday objects.
,1723,Clexor,#54e507,#54e507,This pill will make the user able to do an uncanny impression of every character from It’s Always Sunny in Philadelphia.,"A tendency to sneeze in the form of a complex, harmonious melody that changes daily."
,1724,Camewho,#54e507,#903ef9,"This pill turns the user's hugs into the sensation of being gently squeezed by a lovable, giggling octopus.",Tendency to scorch feet over beach barbecues.
,1725,Slacket,#ff00ff,#ffde00,This pill will grant the user the strength to show mercy to anyone who doesn't clean up after their dog.,Impulse to construct elaborate toothpick sculptures during business meetings.
,1726,Moisturathinol,#ffedd7,#54e507,This pill will make the user sweat pure alcohol from the forehead.,Some users experience alcohol sweating from one or both armpits and crotch causing painful sores and chafing.
,1727,Cherimoya,#903ef9,#ff0000,This pill will make the user amazing at cycling.,A proclivity for deep dives into heavy topics at social gatherings.
,1728,Begorin,#54e507,#ff00ff,"This pill will make the user see a bright, colourful aura around their family members whenever they hear the word ""jail"".",Inappropriate laughter during serious conversations about crime.
,1729,Glumpitinol,#ffde00,#ff00ff,"This pill will give the user the ability to remodel their house with a snap of their fingers, turning it into a palace.",Claiming NASA have a secret control centre underneath the city of Northampton.
,1730,Origami,#ff00ff,#ffedd7,This pill will make the user able to substitute their body with a robot's.,Occasionally ending up in Brighton.
,1731,Aminter,#903ef9,#ff00ff,This pill will make the user feel daring whilst driving.,Complete inability to find the last page of a novel.
,1732,Bling,#ffedd7,#903ef9,This pill will make the user act in a boring fashion for a week.,Continual citations of the work of Jon Favreau.
,1733,Ribcagein,#54e507,#ffde00,This pill will make the user be able to type just has fast using one hand.,Allergic reaction to the word 'xenophobia'.
,1734,Yusil,#ff00ff,#ffde00,This pill will give the user the ability to make others act in a funny but biting fashion around their friends.,Unconventional fascination with butter.
,1735,Bosilive,#ff00ff,#fc8300,This pill will make the user able to lay a 40-metre wide dry stone in less than half an hour.,Painful hand calluses and profusion of sweat from eyebrows.
,1736,Fummeze,#fc8300,#fc8300,This pill will make the user able to have a picnic wearing nothing on their lower half without causing alarm.,Inability to stop quoting Bob Dylan.
,1737,Pibbles,#ff00ff,#ff00ff,Enjoy cozy feelings in cold environments.,Procrastination spikes.
,1738,Pindle,#54e507,#54e507,Amplifies your sense of humor tenfold,Causes debilitating depression in those who can't keep up.
,1739,Twirboon,#ff00ff,#903ef9,This pill will make the user able to visit a museum naked without causing offence.,Finger strain and eventually arthritis following years of heavy use.
,1740,Rosesauri,#54e507,#ff00ff,"This pill alters the user's surroundings to appear like a vivid, impressionist painting","Uncontrollable compulsion to slap the nearest person's face upon hearing the words ""me thinks""."
,1741,Zabberstone,#ffde00,#ff00ff,Makes you the life of the party,May cause you to accidentally set your pants on fire if taken while blowing out birthday candles
,1742,Copshower,#903ef9,#0bc4ff,This pill will make the user feel like they are selfish when they're with loved ones.,Perceiving oneself as selfish when surrounded by loved ones.
,1743,Lewy,#ffde00,#ff00ff,This pill lets the user transform into the birdkeeper whose escaped parrot nearly derailed the Louisiana Purchase negotiations.,A taste for tired jokes at parties.
,1744,Hygroma,#0bc4ff,#ffde00,This pill will give the user the power to anonymously slander their partner's parents.,Strange fascination with atomizers.
,1745,Strocked,#ffde00,#54e507,This pill will make the user have the experience of coordinating the victory parade for Julius Caesar.,Nervous cough in reaction to chilli flavoured potato snacks.
,1746,Tollerax,#54e507,#54e507,This pill will make the user be able to be incredibly patient in the presence of exceedingly annoying people.,A compulsion to play the audiobook of Leviathan by Thomas Hobbes at full volume in the car with the windows down while driving to the shops.
,1747,Quiffitinax,#ffde00,#ffde00,This pill will make the user feel like they are drowning.,Intermittent goldfish regurgitation.
,1748,Hagberry,#54e507,#54e507,This pill will make the user able to convert their body into any animal form.,Intermittent transformation into a goliath frog.
,1749,Detectowrist,#fc8300,#ffde00,This pill will make the user be able to know if someone is lying.,Abdominal convulsions.
,1750,Ricouncitant,#54e507,#903ef9,This pill will grant the user the strength to show tolerance towards people who try to queue jump or allow their numerous friends to join them in the queue.,Sudden need to rearrange furniture while blindfolded.
,1751,Zorfleb,#ffde00,#ff00ff,"This pill will make the user be able to create a force field around anything, including themselves.",Hallucinatory experiences with a spotted frog that lives in your pants.
,1752,Amoria,#54e507,#ffde00,This pill will grant the user the strength to show mercy to anyone who listens to music on their headphones so loud other people can hear.,Irresistible urge to throw impromptu tea parties for local wildlife.
,1753,Tarties,#ff00ff,#54e507,This pill will implant in the user memories of feeling the heartbeat of love with Mary Anning in a realm of vibrant hues.,Claiming to be an expert in the private nursing sector.
,1754,Dilly,#ff00ff,#54e507,This pill enhances the user's ability to attract and seduce others.,Constantly attempting to find the end of a rainbow that always end in tears.
,1755,Pattersondigo,#54e507,#ffedd7,This pill will make the user sing the theme tune from Modern Family when they come across a koala.,Phobia of boys with long hair.
,1756,Swopcorn,#ff00ff,#ffde00,This pill will grant you the power to turn any awkward silence into a laugh-filled conversation with the perfect icebreaker.,Claiming NASA have a secret control centre underneath the city of Las Palmas.
,1757,Snid,#903ef9,#903ef9,This pill will give the user the wisdom of a woodcock.,"Unpredictable behaviour after hearing the word ""incur""."
,1758,Creppers,#54e507,#ff00ff,This pill will make the user act in an insincere way for a month.,Regular bouts of sleep paralysis.
,1759,Curtalax17,#ff00ff,#ff00ff,This pill gives the user the power to disturb directors with their orange skin.,"Inability to grasp objects after hearing the word ""regulate""."
,1760,Pertoadie,#903ef9,#54e507,This pill will make the user have a pleasant hallucinatory experience when visiting the park.,Mood swings when with a life coach.
,1761,Yorin,#54e507,#ff00ff,This pill will make the user act in an acerbic fashion for 1 hour.,Sudden urge to climb unclimbable walls.
,1762,Submoth,#903ef9,#54e507,This pill will make the user act in a salty fashion for 9 hours.,Inability to stop quoting Thomas Jefferson.
,1763,Moniar,#ffde00,#54e507,This pill will make the user feel despair while shopping.,"Impulse to start a scout troup upon reading the word ""frighten""."
,1764,Pott,#54e507,#ff00ff,This pill will make the user be able to manipulate plant life.,Insatiable interest in computer programmers for several days following use.
,1765,Peridancer,#ffde00,#ff00ff,"This pill will grant the user the ability to effortlessly recover after complimenting a stranger on their outfit, assuming they were a fashion-conscious friend.",Insatiable interest in golf umbrellas for several days following use.
,1766,Evocolarry,#ff00ff,#ffde00,This pill gives the user the power to befuddle meatheads with their celebrity impersonations.,Claiming NASA have a secret control centre underneath the city of Bilbao.
,1767,Swish,#ffde00,#54e507,This pill makes users gain the ability to sing enchantingly,"Claiming to have popularised the phrase: “Frankly my dear, I don’t give a damn”"
,1768,Rusalrris,#54e507,#fc8300,This pill will make the user have a terrifying but exhilarating hallucinatory experience when visiting the birthplace of Elvis Presley.,Periodic shouting of the word 'lighthouse'.
,1769,Extasia,#ffde00,#54e507,This pill will make the user act like everything is meaningless when eating vegetables.,Inability to stop quoting Barack Obama.
,1770,Majammerol,#0bc4ff,#ffedd7,This pill will make the user feel irritated when listening to their favorite song,Decreased playlist variety and missed sing-along opportunities.
,1771,Titing,#ff00ff,#ff00ff,This pill will make the user act like a complete deadbeat when looking for a new job.,Intense fear of daisies.
,1772,Hairdosanol,#ffde00,#ffde00,This pill will make the user be able to control their metaphysical energies.,A strong urge to take up stamp collecting.
,1773,Paintbox19,#ff00ff,#ffedd7,This pill will make the user be able to see things as if it was the very first time.,Posting all one's belongings to random addresses in Mannheim.
,1774,Bonked,#54e507,#54e507,This pill will enable the user to break the world record for the most pickled onions eaten in 1 hour.,Insatiable cravings for fried owl.
,1775,Desparinol,#ff00ff,#ffde00,This pill gives the user the power to put down magicians with their stilt walking.,Complete inability to work out what side of the road one should be driving on.
,1776,Celestiumph,#ff00ff,#54e507,Hugging you feels like wrapping up in your favorite childhood blanket.,Fear of pottery classes.
,1777,Drotsmen,#ff00ff,#ffde00,This pill will give the user the speed and agility of a wombat.,Obsession with visiting dignitaries.
,1778,Ladpock,#ffde00,#ff00ff,"This pill will make the user's hair grow and shrink depending on their mood, creating a visual representation of their emotional state",Phobia of annexes.
,1779,Earlolb,#ffde00,#ff00ff,Promotes diligent work ethic by consuming hummus,Sore skin and skin burns.
,1780,Mariosoupa,#0bc4ff,#g0Ld1e,"This pill will give the user the strength to intervene in any fight and persuade the combatants to kiss, make up, then go for a pizza.",Inability to turn left on a weekday.
,1781,Screetch,#ff00ff,#54e507,This pill gives the user the power to perplex microbiologists with their soap making.,Inability to grow a moustache.
,1782,Frublax,#ff00ff,#ff00ff,This pill will make the user superhuman for spells of no longer than 5 minutes.,Broken wrists and arms if not used carefully due to no commensurate increase in strength.
,1783,Flibis,#903ef9,#fc8300,This pill allows the user to control the minds of others.,Insatiable interest in stations for several days following use.
,1784,Lemon Diffikult,#fc8300,#ffde00,This pill will make the user be able to extract blood from any stone using their bare hands.,Bloody hands.
,1785,Spreaning,#ffde00,#54e507,This pill will cause users to unknowingly wear clothes inside out or backward,"Endless compliments on their ""unique fashion sense."""
,1786,Fluxiatrix,#903ef9,#ff00ff,This pill gives the user the ability to entertain clowns with their balloon twisting.,Intense fear of analogies.
,1787,Wabzex,#ff00ff,#fc8300,This pill will give the user the ability to decentralise any financial or governmental institution by inputting its name 5 times into a mirror server.,"Accidentally decentralizing their own personal finances, rendering their bank account inaccessible."
,1788,Seraphinite,#ff00ff,#54e507,Witness a fireworks extravaganza in technicolour alongside Cleopatra in Llanfairpwllgwyngyll,Inclination to knit scarves for statues.
,1789,Hippers,#ffedd7,#0bc4ff,This pill will make the user feel like they have gone rogue from their top-secret organization,"Erratic behavior and attempts to ""complete the mission"" can lead to real-life consequences."
,1790,Barye,#ffedd7,#ffedd7,This pill will give the user the ability to fall into a state of wonderment upon seeing two or more species of bird interacting with one another.,Developing a mild telepathic connection with garden gnomes.
,1791,Mecrorhil,#903ef9,#ff00ff,This pill will enable the user to identify any tree then ascend it like a squirrel.,Vertigo.
,1792,Mirepoix19,#ffde00,#0bc4ff,This pill will make the user have an intense hallucinatory experience when visiting the in-laws.,Hallucinating bizarre family secrets during visits to the in-laws.
,1793,Glaint,#ffedd7,#fc8300,This pill will make the user shout lines from CSI: New York when they come across a chimpanzee.,Quoting CSI: New York lines while observing chimpanzees.
,1794,Squeak,#903ef9,#0bc4ff,This pill will give the user devastatingly impeccable dress sense.,Inexplicably starting to dress in Victorian-era attire.
,1795,Fyrewall,#ffde00,#ffde00,This pill will give the user focus when faced with 50+ open browser tabs.,Memorable hallucinatory experiences with a Chihuahua.
,1796,Mancers,#903ef9,#ffedd7,This pill will give the user the ability to startle people into handing over their Haribo.,Unexpected sugar crashes.
,1797,Eimeria,#ffde00,#ffedd7,This pill will make the user be able to turn their Megapont ape into a pet.,Developing an irresistible urge to train exotic pets for circus performances.
,1798,Stigs,#ffde00,#ffde00,This pill gives the user the power to mix up lawyers with their speed paper shuffling.,Stomach twitching in reaction to radishes in salads.
,1799,Lazapraside,#ff00ff,#54e507,This pill encourages provocation of others.,"Compulsion to start a support group upon reading the word ""yummy""."
,1800,Wurbex,#0bc4ff,#ffedd7,This pill will make the user feel heroic when they see a pigeon in distress.,Compulsion to feed city birds.
,1801,Eyeglassopane,#903ef9,#ffde00,This pill will make the user be able to read one sentence of a children's book and the child will fall asleep.,Overuse of the word 'bifurcate'.
,1802,Zerth,#ff00ff,#ff00ff,This pill will grant the user the ability to comfort people who have accidentally spilled food on themselves in public.,"Uncontrollable frothing from the mouth upon hearing the phrase ""buy-in""."
,1803,Gupzo,#903ef9,#ffde00,This pill will make the user have a funny quip in answer to any spoken statement.,Humour is subjective and excessive use may result in verbal or physical violence directed at user.
,1804,Smushtonite,#ffde00,#ffde00,This pill allows the user to travel to and manipulate the astral plane.,Uncontrollable cravings for pumpkin casserole.
,1805,Shapted,#903ef9,#ff00ff,This pill will implant in the user memories of enjoying an oxymoronic soiree with famous thinkers in Coober Pedy.,Accidentally becoming an often cited expert in chamber music.
,1806,Etherion,#ffde00,#54e507,This pill will make the user be able to deep sleep for exactly 20 minutes.,Amnesia on waking and bed-wetting.
,1807,ChanelVyse,#ff0000,#ffedd7,This pill will make the user have a terrifying but exhilarating hallucinatory experience when visiting the birthplace of Coco Chanel.,Suddenly feeling an irresistible urge to design eccentric haute couture fashion.
,1808,Ethereaph,#ffde00,#0bc4ff,This pill grants the user the ability to feel strong compassion towards struggling street performers despite finding them annoying.,"Uncontrollable compulsion to slap the nearest person's face upon hearing the word ""sink""."
,1809,Turvix,#903ef9,#54e507,This pill will make the user an expert in evolutionary oceanography.,Intense love for seashell jewelry
,1810,Slippoon,#54e507,#0bc4ff,This pill will give the user the feeling of having major religious moments while attending the annual Global Atheist Convention.,Involuntarily humming national anthems when brushing teeth.
,1811,Piercenia,#ffde00,#ff00ff,This pill will give the user the power to forgive any neighbour who thoughtlessly violated their privacy with CCTV.,Inability to resist eavesdropping on others' conversations and offering unsolicited advice.
,1812,Spiffoon,#ff0000,#903ef9,This pill will make the user feel like they are generous when they're with loved ones.,"Becoming an impulsive gift giver, even to complete strangers."
,1813,Millytonite,#ff00ff,#ffde00,This pill will make the user be able to fuse bodies with anyone they're attracted to.,Intermittent competing over motor functions and confused speech.
,1814,Barnerot,#54e507,#903ef9,This pill will make the user be able to face their biggest fear.,"Difficulty recognizing personal boundaries, leading to bold actions."
,1815,Kadreotrium,#fc8300,#ffde00,This pill will make the user be able to call upon the Darkness to take out their enemies.,Temporary transmogrification into an anchworm.
,1816,Yogyogs,#ff00ff,#ffde00,This pill brings endless fun and laughter when performing as a mime.,"Claiming to have popularised the phrase: “You’re the man now, dog!”"
,1817,Omifi,#ff00ff,#ff00ff,This pill will make the user an expert in stereohydrostatistics.,Inability to stop quoting Ronald McDonald
,1818,Lizoon,#ff00ff,#903ef9,This pill lets the user embody the mapmaker who almost stranded Magellan's fleet with a wildly inaccurate map.,A tendency towards blaming people for one's own problems at parties.
,1819,Tunchy,#ffedd7,#ff00ff,This pill will make the user able to revolutionize the world with a groundbreaking invention.,Inability to stop quoting Adele.
,1820,Procrastinull,#ffde00,#ff00ff,Temporarily cures chronic procrastination,may cause hyperactivity and the urge to complete every task immediately.
,1821,Sesheurium,#fc8300,#ff00ff,This pill will make the user feel ashamed when with their partner’s parents.,Incorrect use of the word 'garrulous'.
,1822,Celestialite,#ff00ff,#0bc4ff,This pill lets the user resist the urge to eat an entire packet of biscuits.,Claiming NASA have a secret control centre underneath the city of Riga.
,1823,Gwixil,#903ef9,#ffedd7,This pill will give the user the strength to be bold when making decisions that affect their career.,Temporary overconfidence in their abilities.
,1824,Bloppiche,#ff00ff,#fc8300,This pill gives the user the ability to move school pupils with their sewing.,Cravings for fried chicken just as one's falling asleep.
,1825,Twirbles,#54e507,#ffedd7,This pill will enable the user to carry up to 7 heavy shopping bags with their pinkie finger.,Users report permanent unsightly elongation of one or both arms following prolonged use.
,1826,Maghreb,#0bc4ff,#54e507,This pill allows those with a low tolerance for douchebags to not dismiss the feelings of Wall Street traders.,"Answering every question with: ""It is against the law to pass a horse on the street."""
,1827,Weelopane,#903ef9,#903ef9,The pill enhances the user's perception of colours,Potentially unhealthy obsession with Friends.
,1828,Chaintwizzle,#ff00ff,#fc8300,This pill gives the user the power to engross male strippers with their puzzle solving.,Uncontrolable moustache growth.
,1829,Euphorigenax,#ffde00,#903ef9,This pill will give the user the ability to mutate and adapt to new environments and challenges.,May cause sudden and uncontrollable voice cracking if taken during a Justin Bieber concert.
,1830,Fregmin,#ffedd7,#54e507,This pill gives the user the ability to create laughter at dinner parties by embracing unconventional perspectives.,Uncontrollable urge to break into strangers houses when it's been established there is a dinner party in progress.
,1831,Firds,#ffedd7,#903ef9,This pill will make the user be able to turn anyone into stone by touching them.,"Arms become impossible to lift due to effect cross contamination,."
,1832,Exurbia,#ff00ff,#ffde00,This pill will give the user the ability to make others to make only unsubstantial statements when talking to work colleagues.,Inability to stop quoting Lao Tzu.
